No,KoreanName,EnglishName,KCD,VCode,Support,PrimarySpecialty,RelatedSpecialties,AllSpecialties,Confidence,Reason
816,만발성 척추골단형성이상,Spondyloepiphyseal dysplasia tarda,Q77.7,V228,의료비(급여부분),정형외과,,정형외과,중상,"정형외과: 골, 척추, dysplasia"
815,만성 (소아기) 육아종성 질환,Chronic (childhood) granulomatous disease,D71,V109,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
814,만성 신장병,Chronic kidney disease,N18,V001,의료비(급여부분),신장내과,,신장내과,중상,"신장내과: 신장, kidney"
813,만성 연소성 다발관절염,Chronic juvenile polyarthritis,M08.3,V133,의료비(급여부분),안과,심장내과/소아심장과; 류마티스내과/면역내과; 정형외과,안과; 심장내과/소아심장과; 류마티스내과/면역내과; 정형외과,중,"안과: uve | 심장내과/소아심장과: ven | 류마티스내과/면역내과: 관절염, arthrit | 정형외과: 관절"
812,만성 염증성 탈수초성 다발신경병증,Chronic inflammatory demyelinating polyneuropathy,G61.8,V126,의료비(급여부분),신경과,류마티스내과/면역내과; 비뇨의학과,신경과; 류마티스내과/면역내과; 비뇨의학과,중,"신경과: 신경, 신경병, neu, neuropathy | 류마티스내과/면역내과: 염증 | 비뇨의학과: uro"
811,만성 진행성 외안근마비,Chronic progressive external ophthalmoplegia,H49.4,V900,의료비(급여부분),안과,신경과,안과; 신경과,중,안과: ophthalm | 신경과: 마비
810,만성 후천성 순수적혈구무형성,Chronic acquired pure red cell aplasia,D60.0,V023,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
809,말단비대증 및 뇌하수체거인증,Acromegaly and pituitary gigantism,E22.0,V112,의료비(급여부분),신경과,,신경과,중상,신경과: 뇌
808,말단비대증과 관련된 관절병증,Arthropathy associated with acromegaly,E22.0,V112,의료비(급여부분),정형외과,,정형외과,중상,정형외과: 관절
807,말단왜소 형성이상,Acromicric dysplasia,Q77.8,V228,의료비(급여부분),정형외과,,정형외과,중상,정형외과: dysplasia
806,말단이골증,Acrodysostosis,없음,V900,의료비(급여부분),정형외과,,정형외과,중상,정형외과: 골
805,말란 증후군,Malan syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
804,말린자두배증후군,Prune belly syndrome,Q79.4,V155,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
803,"망막 디스트로피, 시신경 부종, 비장비대, 무한증, 두통 증후군 [ROSAH 증후군]","Retinal dystrophy, Optic nerve edema, Splenomegaly, Anhidrosis, Headache syndrome [ROSAH syndrome]",없음,V900,의료비(급여부분),안과,신경과; 소아청소년과/의학유전학,안과; 신경과; 소아청소년과/의학유전학,중,"안과: 망막, 시신경, retin, optic | 신경과: 신경, dystrophy | 소아청소년과/의학유전학: 증후군, syndrome"
802,맥락막결손,Choroideremia,H31.2,V295,의료비(급여부분),안과,소아청소년과/의학유전학,안과; 소아청소년과/의학유전학,중상,"안과: 맥락막, choroid | 소아청소년과/의학유전학: 결손"
801,맥아들병,McArdle’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",심장내과/소아심장과,,심장내과/소아심장과,중상,심장내과/소아심장과: card
800,메발론산 키나아제 결핍 [고면역글로불린D증후군],Mevalonate kinase deficiency [Hyperimmunoglobulin D syndrome],없음,V900,의료비(급여부분),류마티스내과/면역내과,소아청소년과/의학유전학; 이비인후과,소아청소년과/의학유전학; 류마티스내과/면역내과; 이비인후과,중,"소아청소년과/의학유전학: 증후군, syndrome | 류마티스내과/면역내과: 면역 | 이비인후과: nas"
799,메이어-고린 증후군,Meier-Gorlin syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
798,메켈증후군,Meckel syndrome,Q61.9,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
797,메타이오닌혈증,Methioninaemia,E72.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
796,메틸말론산혈증,Methylmalonic acidaemia,E71.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
795,멘케스(꼬인모발)( 강모)병,Menkes (kinky hair)(steely hair) disease,E83.0,V119,의료비(급여부분),피부과,,피부과,중상,"피부과: 모발, hair"
794,멜라스증후군,Melas syndrome,G71.3,V012,"의료비(급여부분), 인공호흡기 및 기침유발기",소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
793,멜커슨증후군,Melkersson’s syndrome,G51.2,V167,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
792,멜케르손-로젠탈증후군,Melkersson-Rosenthal syndrome,G51.2,V167,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
791,"면역결핍, 발달지연, 저호모시스테인혈증","Immunodeficiency, developmental delay, and hypohomocysteinemia",없음,V900,의료비(급여부분),류마티스내과/면역내과,소아청소년과/의학유전학,소아청소년과/의학유전학; 류마티스내과/면역내과,중상,소아청소년과/의학유전학: 발달지연 | 류마티스내과/면역내과: 면역
790,면역결핍을 동반한 흉선무형성 또는 형성저하,Thymic aplasia or hypoplasia with immunodeficiency,D82.1,V111,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,류마티스내과/면역내과: 면역
789,면역글로불린A의 선택적 결핍,Selective deficiency of immunoglobulin A[IgA],D80.2,V111,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,류마티스내과/면역내과: 면역
788,면역글로불린G 서브클래스의 선택적 결핍,Selective deficiency of immunoglobulin G [IgG] subclasses,D80.3,V111,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,류마티스내과/면역내과: 면역
787,면역글로불린M의 선택적 결핍,Selective deficiency of immunoglobulin M[IgM],D80.4,V111,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,류마티스내과/면역내과: 면역
786,면역글로불린M의 증가를 동반한 면역결핍,Immunodeficiency with increased immunoglobulin M[IgM],D80.5,V111,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,류마티스내과/면역내과: 면역
785,면역글로불린을 지닌 B-림프구가 있는 무감마글로불린혈증,Agammaglobulinaemia with immunoglobulin-bearing B-lymphocytes,D80.1,V111,의료비(급여부분),혈액종양내과,류마티스내과/면역내과; 이비인후과,혈액종양내과; 류마티스내과/면역내과; 이비인후과,중,"혈액종양내과: 림프, lymph | 류마티스내과/면역내과: 면역 | 이비인후과: ear"
784,면역글로블린 G4 관련 질환,Immunoglobulin G4-related disease,없음,V900,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,류마티스내과/면역내과: 면역
783,모낭성비늘증-탈모증-눈부심 증후군,Ichthyosis follicularis-alopecia-photophobia syndrome,없음,V900,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: ot"
782,모노아민 산화효소결핍,Monoamine oxidase deficiency syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,소아청소년과/의학유전학: syndrome
781,모르키오 (-유사)(고전적) 증후군,Morquio(-like)(classic) syndrome,E76.2,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
780,모세혈관외 사구체신염을 동반한 신증후군,Nephrotic syndrome with extracapillary glomerulonephritis,N04.7,V263,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학; 신장내과; 이비인후과,소아청소년과/의학유전학; 심장내과/소아심장과; 신장내과; 이비인후과,중,"소아청소년과/의학유전학: 증후군, syndrome | 심장내과/소아심장과: 혈관 | 신장내과: 사구체, 신증, 신염, neph | 이비인후과: ot"
779,모세혈관확장성 운동실조[루이-바],Ataxia telangiectasia[Louis-bar],G11.3,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,심장내과/소아심장과,신경과; 심장내과/소아심장과,중,"신경과: 운동실조, ataxia | 심장내과/소아심장과: 혈관"
778,모야모야병,Moyamoya disease,I67.5,V128,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
777,모왓-윌슨 증후군,Mowat-Wilson syndrome,Q87.8,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
776,모자이크성 다양한 이수성 증후군1,Mosaic variegated aneuploidy syndrome 1,없음,V900,의료비(급여부분),신경과,소아청소년과/의학유전학,신경과; 소아청소년과/의학유전학,중상,"신경과: neu | 소아청소년과/의학유전학: 증후군, syndrome"
775,몰리브데넘 조효소 결핍,Molybdenum cofactor deficiency,없음,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
774,뫼비우스 증후군,Moebius syndrome,Q87.0,V185,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
773,무과립구성 안지나,Agranulocytic angina,D70,V108,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
772,무과립구증,Agranulocytosis,D70,V108,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
771,무뇌수두증,Hydranencephaly,Q04.3,V900,의료비(급여부분),신경과,,신경과,중상,"신경과: 뇌, encephal"
770,무뇌이랑증,Agyria of brain,Q04.3,V214,의료비(급여부분),신경과,,신경과,중상,신경과: 뇌
769,"무루증, 이완불능증, 지적발달장애 증후군","Alacrima, achalasia, and impaired intellectual development syndrome",없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 발달장애, 지적, syndrome"
768,무비증 또는 다비증을 동반한 심방 부속물의 이성질현상,Isomerism of atrial appendages with asplenia or polysplenia,Q20.6,V900,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,"심장내과/소아심장과: 심방, atri"
767,무설증(無舌症),Aglossia,Q38.3,V241,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
766,무한증을 동반한 선천성 통증 무감각증,Congenital insensitivity to pain with anhidrosis (CIPA),없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 선천성, congenital"
765,무홍채증,Aniridia,Q13.1,V900,의료비(급여부분),안과,,안과,중상,"안과: 홍채, 무홍채, aniridia"
764,무홍채증-소뇌성운동실조-정신박약,Aniridia-cerebellar ataxia-mental deficiency,없음,V900,의료비(급여부분),안과,신경과,안과; 신경과,중,"안과: 홍채, 무홍채, aniridia | 신경과: 뇌, 소뇌, 운동실조, cereb"
763,문맥-간동맥루,Portal vein-hepatic artery fistula,Q26.6,V150,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,심장내과/소아심장과: arter
762,문맥결합이상,Anomalous portal venous connection,Q26.5,V150,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,심장내과/소아심장과: ven
761,뮤코지질증 Ⅳ,Mucolipidosis Ⅳ,E75.1,V117,의료비(급여부분),내분비대사내과,이비인후과,내분비대사내과; 이비인후과,중,"내분비대사내과: 지질, lipid | 이비인후과: 코"
760,뮤코지질증Ⅱ[Ⅰ-세포병],Mucolipidosis Ⅱ[Ⅰ-cell disease],E77.0,V117,의료비(급여부분),내분비대사내과,이비인후과,내분비대사내과; 이비인후과,중,"내분비대사내과: 지질, lipid | 이비인후과: 코"
759,뮤코지질증Ⅲ[거짓헐러다발이상증],Mucolipidosis Ⅲ [Pseudo-Hurler polydystrophy],E77.0,V117,의료비(급여부분),신경과,내분비대사내과; 이비인후과,신경과; 내분비대사내과; 이비인후과,중,"신경과: dystrophy | 내분비대사내과: 지질, lipid | 이비인후과: 코"
758,미만성 막성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse membranous glomerulonephritis,N04.2,V263,의료비(급여부분),신장내과,소아청소년과/의학유전학; 이비인후과,소아청소년과/의학유전학; 신장내과; 이비인후과,중,"소아청소년과/의학유전학: 증후군, syndrome | 신장내과: 사구체, 신증, 신염, neph | 이비인후과: ot"
757,미만성 메산지음 모세혈관성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse mesangiocapillary glomerulonephritis,N04.5,V263,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학; 신장내과; 이비인후과,소아청소년과/의학유전학; 심장내과/소아심장과; 신장내과; 이비인후과,중,"소아청소년과/의학유전학: 증후군, syndrome | 심장내과/소아심장과: 혈관 | 신장내과: 사구체, 신증, 신염, neph | 이비인후과: ot"
756,미만성 메산지음 증식성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse mesangial proliferative glomerulonephritis,N04.3,V263,의료비(급여부분),신장내과,소아청소년과/의학유전학; 이비인후과,소아청소년과/의학유전학; 신장내과; 이비인후과,중,"소아청소년과/의학유전학: 증후군, syndrome | 신장내과: 사구체, 신증, 신염, neph | 이비인후과: ot"
755,미만성 모세혈관내 증식성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse endocapillary proliferative glomerulonephritis,N04.4,V263,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학; 신장내과; 이비인후과,소아청소년과/의학유전학; 심장내과/소아심장과; 신장내과; 이비인후과,중,"소아청소년과/의학유전학: 증후군, syndrome | 심장내과/소아심장과: 혈관 | 신장내과: 사구체, 신증, 신염, neph | 이비인후과: ot"
754,미만성 반월형 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse crescentic glomerulonephritis,N04.7,V263,의료비(급여부분),신장내과,소아청소년과/의학유전학; 이비인후과,소아청소년과/의학유전학; 신장내과; 이비인후과,중,"소아청소년과/의학유전학: 증후군, syndrome | 신장내과: 사구체, 신증, 신염, neph | 이비인후과: ot"
753,미만성 폐림프관종증,Diffuse pulmonary lymphangiomatosis,없음,V900,의료비(급여부분),호흡기내과,혈액종양내과,호흡기내과; 혈액종양내과,중,"호흡기내과: 폐, pulmo | 혈액종양내과: 림프, lymph"
752,미만성(호산구성) 근막염,Diffuse(eosinophilic) fasciitis,M35.4,V139,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
751,미세심 병,Minicore disease,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
750,미세증후군 [와버그 미세증후군],Micro syndrome [Warburg micro syndrome],없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
749,밀러-디커 증후군,Miller-Dieker syndrome,Q04.3,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
748,밀러휘셔증후군,Miller Fisher Syndrome,G61.0,V126,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
747,바라이서-윈터증후군,Baraitser-Winter syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
746,바르덴브르그 증후군 (백색증을 동반한),Waardenburg’s syndrome (with albinism),E70.3,V117,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
745,바이스-크루슈카 증후군,Weiss-Kruszka syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
744,바이오틴-의존카복실레이스결핍,Biotin-dependent carboxylase deficiency,D81.8,V111,의료비(급여부분),이비인후과,,이비인후과,중상,이비인후과: ot
743,바터 증후군,VATER syndrome,Q87.2,V243,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
742,바터증후군,Bartter’s syndrome,E26.8,V254,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
741,바텐병,Batten’s disease,E75.4,V117,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
740,발달성 및 뇌전증성 뇌병증 31,Developmental and epileptic encephalopathy31,없음,V900,의료비(급여부분),신경과,,신경과,중상,"신경과: 뇌, 뇌병증, epile, encephal"
739,발달성 및 뇌전증성 뇌병증 76,Developmental and epileptic encephalopathy 76,없음,V900,의료비(급여부분),신경과,,신경과,중상,"신경과: 뇌, 뇌병증, epile, encephal"
738,"발달지연, 이상형태성 얼굴, 그리고 뇌 이상(U2AF2 관련)","Developmental delay, dysmorphic facies, and Brain anomalies(U2AF2 related)",없음,V900,의료비(급여부분),신경과,소아청소년과/의학유전학,신경과; 소아청소년과/의학유전학,중상,신경과: 뇌 | 소아청소년과/의학유전학: 발달지연
737,"발달지연을 동반한 TRAF7 관련 심장, 안면, 말단 기형","TRAF7 related cardiac, facial, and digital anomalies with developmental delay",없음,V900,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학,소아청소년과/의학유전학; 심장내과/소아심장과,중상,"소아청소년과/의학유전학: 발달지연 | 심장내과/소아심장과: 심장, card"
736,발작성 야간헤모글로빈뇨,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],D59.5,V187,의료비(급여부분),신경과,,신경과,중상,신경과: 발작
735,방광외반,Exstrophy of urinary bladder,Q64.1,V227,의료비(급여부분),신장내과,,신장내과,중상,"신장내과: 방광, bladder"
734,방광외번,Extroversion of bladder,Q64.1,V227,의료비(급여부분),신장내과,,신장내과,중상,"신장내과: 방광, bladder"
733,방광이소증,Ectopia vesicae,Q64.1,V227,의료비(급여부분),신장내과,,신장내과,중상,신장내과: 방광
732,방실연결불일치,Discordant atrioventricular connection,Q20.5,V144,의료비(급여부분),심장내과/소아심장과,치과/구강악안면외과,심장내과/소아심장과; 치과/구강악안면외과,중,"심장내과/소아심장과: ventric, atri, ven | 치과/구강악안면외과: 치"
731,방실중격결손,Atrioventricular septal defect,Q21.2,V269,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학,소아청소년과/의학유전학; 심장내과/소아심장과,중상,"소아청소년과/의학유전학: 결손 | 심장내과/소아심장과: ventric, atri, ven"
730,배꼽내장탈장,Exomphalos,Q79.2,V155,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
729,"백내장, 성장호르몬 결핍, 감각신경병증, 감각신경성 청력 상실 및 골격 이형성증","Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia",없음,V900,의료비(급여부분),안과,신경과; 내분비대사내과; 이비인후과,안과; 신경과; 내분비대사내과; 이비인후과; 정형외과; 비뇨의학과,중,"안과: 백내장, cataract | 신경과: 신경, 신경병, neu, neuropathy | 내분비대사내과: 성장호르몬, hormone | 이비인후과: 청력, ear, hearing | 정형외과: 골, 골격, skelet, dysplasia | 비뇨의학과: uro"
728,버드-키아리증후군,Budd-Chiari syndrome,I82.0,V173,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
727,범골수황폐,Panmyelophthisis,D61.9,V023,의료비(급여부분),호흡기내과,혈액종양내과; 정형외과,호흡기내과; 혈액종양내과; 정형외과,중,"호흡기내과: 폐 | 혈액종양내과: 골수, myelo | 정형외과: 골"
726,베게너육아종증,Wegener granulomatosis,M31.3,V135,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
725,베르나르-술리에[거대혈소판]증후군,Bernard-Soulier[giant platelet] syndrome,D69.1,V106,의료비(급여부분),혈액종양내과,소아청소년과/의학유전학,소아청소년과/의학유전학; 혈액종양내과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 혈액종양내과: 혈소판, platelet"
724,베르너-슐츠병,Werner-Schultz disease,D70,V108,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
723,베스트 병[노른자모양황반변성],Best’s disease[Best vitelliform maculardystrophy],H35.52,V900,의료비(급여부분),안과,신경과,안과; 신경과,중,"안과: 황반, macul | 신경과: dystrophy"
722,베인브릿지-로퍼스 증후군,Bainbridge-Ropers syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
721,베체트병,Behcet’s disease,M35.2,V139,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,"류마티스내과/면역내과: 베체트, behcet"
720,베타-글루쿠론산분해효소결핍,β-Glucuronidase deficiency,E76.2,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",비뇨의학과,,비뇨의학과,중상,비뇨의학과: uro
719,베타-프로펠러 단백질 연관 신경변성,Beta-Propeller protein-associated neurodegeneration,없음,V900,의료비(급여부분),신경과,이비인후과; 비뇨의학과,신경과; 이비인후과; 비뇨의학과,중,"신경과: 신경, 백질, neu | 이비인후과: ot | 비뇨의학과: uro"
718,베타아미노산대사장애,Disorders of β-amino-acid metabolism,E72.8,V117,의료비(급여부분),내분비대사내과,,내분비대사내과,중상,"내분비대사내과: 대사, metab"
717,베타지중해빈혈,Beta thalassaemia,D56.1,V232,의료비(급여부분),혈액종양내과,,혈액종양내과,중상,혈액종양내과: 빈혈
716,벡위드-비데만 증후군,Beckwith-Wiedemann syndrome,Q87.3,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
715,보류된 힘줄반사을(를) 동반한 조기발병 소뇌성 운동실조,Early-onset cerebellar ataxia with retained tendon reflexes,G11.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,이비인후과,신경과; 이비인후과,중,"신경과: 뇌, 소뇌, 운동실조, cereb | 이비인후과: ear"
714,보리우-보이콧-이네스 증후군,Beaulieu-Boycott-Innes syndrome[BBIS],없음,V900,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: ot"
713,보링-오피츠 증후군,Bohring-Opitz syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
712,보쉬-분스트라-샤프 시신경위축 증후군,Bosch-Boonstra-Schaaf optic atrophy syndrome,없음,V900,의료비(급여부분),안과,신경과; 소아청소년과/의학유전학,안과; 신경과; 소아청소년과/의학유전학,중,"안과: 시신경, optic | 신경과: 신경 | 소아청소년과/의학유전학: 증후군, syndrome"
711,보제슨-포르스만-레만 증후군,Börjeson-Forssman-Lehmann syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
710,보체계통의 결손,Defects in the complement system,D84.1,V111,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,소아청소년과/의학유전학: 결손
709,보통염색체열성 무감마글로불린혈증(스위스형),Autosomal recessive agammaglobulinaemia (Swiss type),D80.0,V111,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,소아청소년과/의학유전학: 염색체
708,보통염색체열성 세가와 증후군,Autosomal recessive Segawa syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 염색체, syndrome"
707,보통염색체열성 피부이완증 1C형(LTBP4 관련),"Cutis laxa, autosomal recessive, type1C(LTBP4 related)",없음,V900,의료비(급여부분),피부과,소아청소년과/의학유전학,소아청소년과/의학유전학; 피부과,중상,소아청소년과/의학유전학: 염색체 | 피부과: 피부
706,보통천포창,Pemphigus vulgaris,L10.0,V132,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
705,복벽의 기타 선천기형,Other congenital malformations of abdominal wall,Q79.5,V155,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,소아청소년과/의학유전학: congenital | 이비인후과: ot
704,복벽파열증,Gastroschisis,Q79.3,V155,의료비(급여부분),소화기내과,,소화기내과,중상,소화기내과: gastr
703,복합부분뇌전증지속상태,Complex partial status epilepticus,G41.2,V125,의료비(급여부분),신경과,,신경과,중상,"신경과: 뇌, epile"
702,복합부위통증증후군 I형,Complex regional pain syndrome type I,G90.5,V177,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
701,복합부위통증증후군 Ⅱ형,Complex regional pain syndrome type II,G90.6,V168,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
700,본태성 떨림을(를) 동반한 조기발병 소뇌성 운동실조,Early-onset cerebellar ataxia with essential tremor,G11.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,이비인후과,신경과; 이비인후과,중,"신경과: 뇌, 소뇌, 운동실조, cereb | 이비인후과: ear"
699,볼프람 증후군,Wolfram syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
698,봉입체 근염,Inclusion body myositis (IBM),G72.4,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
697,부갑상선기능저하증-감각신경성 난청- 신장 질환 (HDR) 증후군,Hypoparathyroidism-sensorineural deafness-renal disease (HDR) syndrome,없음,V900,의료비(급여부분),신경과,소아청소년과/의학유전학; 신장내과; 내분비대사내과,신경과; 소아청소년과/의학유전학; 신장내과; 내분비대사내과; 이비인후과,중,"신경과: 신경, neu | 소아청소년과/의학유전학: 증후군, syndrome | 신장내과: 신장, renal | 내분비대사내과: 갑상선, thyroid | 이비인후과: 난청, deaf"
696,부근,Accessory muscle,Q79.8,V155,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
695,부라티-하렐 증후군,Buratti-Harel syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
694,부르느뷰병,Bourneville’s disease,Q85.1,V204,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
693,부분폐정맥결합이상,Partial anomalous pulmonary venous connection,Q26.3,V150,의료비(급여부분),심장내과/소아심장과,호흡기내과,심장내과/소아심장과; 호흡기내과,중,"심장내과/소아심장과: 정맥, ven | 호흡기내과: 폐, pulmo"
692,부신경색증,Adrenal infarction,E27.4,V116,의료비(급여부분),신경과,신장내과; 내분비대사내과,신경과; 신장내과; 내분비대사내과,중,"신경과: 신경 | 신장내과: renal | 내분비대사내과: 부신, adrenal"
